b077f8f9-a108-4f5c-8cc0-de0ef5644e17	abc-devcloud	abc-devcloud-vkone-kafka	infra	22	    1005	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
7702dadb-6b78-4ec7-90c7-e96829836979	accounttable	accounttable-datatransfer-kafka	infra	17	     800	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
e5bdfdf5-193f-4097-98fc-02d54e89c58a	actions-billing	actions-billing-adtech-kafka	infra	22	    1005	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
7eab6ac5-7dfc-4a5d-a933-5ae8828ae8ca	adb-smb	adb-smb-datatransfer-kafka	infra	18	     809	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
e97f7382-3889-4968-9b95-97e10e2092c1	adb-users	adb-users-datatransfer-kafka	infra	17	     800	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
cad601a9-e0d4-455c-a69f-81d69db64845	adplacements	adplacements-datatransfer-kafka	infra	17	     800	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
14a9afd3-43d5-47a1-8432-ea18d17490c6	adplan-uniques	adplan-uniques-datatransfer-kafka	infra	22	    1005	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
bdeac2c5-e605-4b0a-9318-94a29dc87acc	ads-comp	ads-comp-datatransfer-kafka	infra	1	       9	<NOT_SET> 
5f7546ce-be30-4b82-9c1c-866e97f188f8	ads-format-dev	ads-format-dev-ads-format-kafka	infra	22	    1005	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
6f4133c3-1cfa-4ed5-be46-a60532a29952	ads-kafka	ads-kafka-rustore-kafka	infra	22	    1005	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
7818a146-9f23-4c44-a6c2-e985ba18f478	ads-kafka-hdd	ads-kafka-hdd-rustore-kafka	infra	18	     809	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
fe13e578-4faa-4a3b-83e1-fd2847130580	ads-stat-sum	ads-stat-sum-datatransfer-kafka	infra	18	     809	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
5de47023-b7e1-4cbe-841d-f725d77d5094	adtech	adtech-recommender-kafka	infra	17	     800	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
03712fe4-b028-4352-a007-a6b0cc66af99	adtech	adtech-mdb8553-kafka	infra	17	     800	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
bbbfed8a-3985-4b0b-8acd-cbefeffdd32b	ai-studio	ai-studio-mdb10108-kafka	infra	18	     809	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
b11b8671-51fa-4a9f-901d-1e3dd5c186fd	aigen	aigen-adtech-kafka	infra	1	       9	<NOT_SET> 
9b027f49-ea6e-4118-809e-4c970c8cdb58	aitools-api	aitools-api-ai-rnd-kafka	infra	22	    1005	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
f8dfb22f-0cf7-4e45-a7c3-406ffe60c4e2	analytics	analytics-vk-messenger-kafka	infra	18	     809	JMX_PORT=9000 KAFKA_HOME=/opt/kafka KAFKA_OPTS="         -Djava.security.auth.login.config=/opt/kafk
